183.15594289580432, 160.38581374920574
189.02908347209822, 166.51608591374227
195.7384711868491, 170.71328960823504
201.60970252310085, 174.90961900672144
204.6861246443345, 178.1360627021616
209.43695028252426, 179.4303122235644
213.625504728304, 177.1784171432043
217.53849219466832, 178.7941161629424
222.2918634862476, 182.66695603907866
225.93023859321755, 189.11722054193996
230.1251571724711, 193.31180134841364
235.43539014300762, 195.251281322504
240.46687406739184, 197.8351174532756
244.10365814099336, 202.67376298442844
246.34542415713847, 209.44489412162085
246.0743120711547, 217.82502134250262
245.5238145256712, 226.20485713138225
241.90262257908051, 237.16007752297216
239.39769964379386, 246.82716846520373
236.6098909755969, 252.94840623767462
232.98106206883764, 256.167855565064
228.79378044975263, 259.7090458227908
226.00278971481885, 262.6070456518448
221.81296244234431, 263.56964555483813
214.83023519489382, 265.49630252083534
208.1262569935957, 266.7786033301513
202.25916234410187, 266.77248325810683
198.06647121156414, 264.8341690120249
192.75623824102763, 262.8946890379346
189.1223180274893, 260.9569576558569
184.0908341031051, 258.3731215250853
178.22055738687442, 255.14376350962394
174.02627522096824, 251.59383029183363
170.109151067846, 245.78792194565355
165.91264145522396, 239.98172216747145
161.7183592893178, 236.43178894968113
158.3612788818897, 231.91575864487208
156.40048935861273, 226.75653791139027
156.67319247796493, 219.9880296622169
158.06407384866336, 213.86533472973542
160.57376988405537, 209.03310070262916
164.4800750102722, 203.88000004119178
167.27074753853233, 200.65967641779608
168.94133257540415, 194.85959671165838
171.45039219744876, 189.38271509586875
173.95945181949338, 183.90583348007914
175.6300368563652, 178.10575377394142
176.74216918091128, 172.62741499814118
178.9721615501299, 167.47256574469114
178.6895940238933, 164.24903636927212
180.64211017365432, 161.0278384498701
